iter	Passed	Remaining
1666	37875	7565
1667	37899	7543
1668	37925	7521
1669	37947	7498
1670	37970	7475
1671	37994	7453
1672	38020	7431
1673	38043	7408
1674	38067	7386
1675	38093	7364
1676	38115	7341
1677	38136	7318
1678	38158	7295
1679	38179	7272
1680	38205	7250
1681	38235	7228
1682	38261	7206
1683	38283	7183
1684	38308	7161
1685	38330	7138
1686	38356	7116
1687	38384	7094
1688	38408	7072
1689	38437	7050
1690	38463	7028
1691	38488	7006
1692	38514	6984
1693	38539	6961
1694	38566	6939
1695	38597	6918
1696	38628	6897
1697	38661	6876
1698	38692	6854
1699	38725	6833
1700	38752	6811
1701	38786	6791
1702	38814	6769
1703	38849	6748
1704	38881	6727
1705	38907	6705
1706	38935	6683
1707	38960	6660
1708	38983	6637
1709	39007	6615
1710	39029	6592
1711	39053	6569
1712	39076	6546
1713	39098	6524
1714	39124	6501
1715	39152	6479
1716	39172	6456
1717	39192	6433
1718	39213	6410
1719	39237	6387
1720	39262	6365
1721	39292	6343
1722	39339	6324
1723	39367	6302
1724	39401	6281
1725	39428	6259
1726	39454	6236
1727	39479	6214
1728	39508	6192
1729	39538	6170
1730	39568	6149
1731	39600	6127
1732	39626	6105
1733	39651	6082
1734	39677	6060
1735	39700	6037
1736	39726	6015
1737	39751	5992
1738	39775	5969
1739	39800	5947
1740	39822	5924
1741	39846	5901
1742	39870	5878
1743	39894	5856
1744	39931	5835
1745	39954	5812
1746	39979	5789
1747	40005	5767
1748	40029	5744
1749	40062	5723
1750	40084	5700
1751	40108	5677
1752	40130	5654
1753	40154	5631
1754	40177	5608
1755	40200	5585
1756	40221	5562
1757	40244	5539
1758	40269	5517
1759	40293	5494
1760	40318	5471
1761	40339	5448
1762	40362	5425
1763	40384	5402
1764	40406	5379
1765	40429	5357
1766	40452	5334
1767	40472	5310
1768	40494	5287
1769	40518	5265
1770	40539	5241
1771	40564	5219
1772	40586	5196
1773	40608	5173
1774	40630	5150
1775	40651	5127
1776	40679	5104
1777	40706	5082
1778	40729	5059
1779	40754	5037
1780	40777	5014
1781	40800	4991
1782	40822	4968
1783	40844	4945
1784	40867	4922
1785	40889	4899
1786	40911	4876
1787	40932	4853
1788	40956	4830
1789	40981	4807
1790	41005	4785
1791	41029	4762
1792	41052	4739
1793	41074	4716
1794	41098	4693
1795	41123	4671
1796	41147	4648
1797	41174	4625
1798	41201	4603
1799	41225	4580
1800	41251	4558
1801	41274	4535
1802	41301	4512
1803	41325	4489
1804	41353	4467
1805	41376	4444
1806	41396	4421
1807	41419	4398
1808	41441	4375
1809	41461	4352
1810	41482	4329
1811	41506	4306
1812	41527	4283
1813	41550	4260
1814	41572	4237
1815	41596	4214
1816	41620	4191
1817	41641	4168
1818	41662	4145
1819	41685	4122
1820	41706	4099
1821	41727	4076
1822	41751	4053
1823	41775	4030
1824	41800	4008
1825	41827	3985
1826	41854	3963
1827	41877	3940
1828	41898	3917
1829	41918	3894
1830	41940	3871
1831	41961	3848
1832	41984	3825
1833	42008	3802
1834	42029	3779
1835	42050	3756
1836	42074	3733
1837	42097	3710
1838	42121	3687
1839	42144	3664
1840	42167	3641
1841	42190	3618
1842	42212	3595
1843	42237	3573
1844	42259	3550
1845	42282	3527
1846	42308	3504
1847	42334	3482
1848	42358	3459
1849	42381	3436
1850	42401	3413
1851	42426	3390
1852	42447	3367
1853	42472	3344
1854	42494	3321
1855	42516	3298
1856	42539	3275
1857	42560	3252
1858	42582	3229
1859	42603	3206
1860	42626	3183
1861	42650	3161
1862	42673	3138
1863	42694	3115
1864	42718	3092
1865	42740	3069
1866	42764	3046
1867	42785	3023
1868	42808	3000
1869	42829	2977
1870	42850	2954
1871	42872	2931
1872	42893	2908
1873	42916	2885
1874	42940	2862
1875	42962	2839
1876	42983	2816
1877	43005	2793
1878	43030	2770
1879	43052	2748
1880	43072	2724
1881	43095	2702
1882	43118	2679
1883	43141	2656
1884	43162	2633
1885	43184	2610
1886	43205	2587
1887	43228	2564
1888	43253	2541
1889	43275	2518
1890	43298	2495
1891	43319	2472
1892	43340	2449
1893	43364	2426
1894	43388	2404
1895	43410	2381
1896	43432	2358
1897	43461	2335
1898	43488	2312
1899	43511	2290
1900	43531	2267
1901	43553	2244
1902	43575	2221
1903	43597	2198
1904	43620	2175
1905	43641	2152
1906	43665	2129
1907	43689	2106
1908	43712	2083
1909	43735	2060
1910	43757	2037
1911	43780	2014
1912	43802	1992
1913	43824	1969
1914	43845	1946
1915	43867	1923
1916	43889	1900
1917	43911	1877
1918	43936	1854
1919	43970	1832
1920	43992	1809
1921	44014	1786
1922	44035	1763
1923	44060	1740
1924	44085	1717
1925	44107	1694
1926	44129	1671
1927	44152	1648
1928	44174	1625
1929	44195	1602
1930	44217	1579
1931	44238	1557
1932	44260	1534
1933	44285	1511
1934	44308	1488
1935	44332	1465
1936	44353	1442
1937	44375	1419
1938	44395	1396
1939	44415	1373
1940	44438	1350
1941	44459	1327
1942	44480	1304
1943	44501	1281
1944	44522	1259
1945	44547	1236
1946	44570	1213
1947	44593	1190
1948	44616	1167
1949	44637	1144
1950	44661	1121
1951	44684	1098
1952	44705	1075
1953	44726	1052
1954	44747	1029
1955	44769	1007
1956	44788	984
1957	44811	961
1958	44837	938
1959	44862	915
1960	44885	892
1961	44909	869
1962	44930	846
1963	44964	824
1964	44986	801
1965	45009	778
1966	45031	755
1967	45054	732
1968	45072	709
1969	45096	686
1970	45118	663
1971	45143	640
1972	45182	618
1973	45202	595
1974	45226	572
1975	45247	549
1976	45271	526
1977	45293	503
1978	45314	480
1979	45336	457
1980	45358	435
1981	45381	412
1982	45402	389
1983	45426	366
1984	45445	343
1985	45466	320
1986	45491	297
1987	45513	274
1988	45535	251
1989	45557	228
1990	45580	206
1991	45600	183
1992	45620	160
1993	45643	137
1994	45664	114
1995	45687	91
1996	45710	68
1997	45731	45
1998	45753	22
1999	45776	0
