iter	RMSE
289	0.5253192017
290	0.5251280794
291	0.52491268
292	0.5247099882
293	0.5244958622
294	0.5243058947
295	0.5241290038
296	0.5238890807
297	0.5236680824
298	0.5234785765
299	0.5232804125
300	0.5231228369
301	0.5229312566
302	0.5227726311
303	0.5226117425
304	0.5224014016
305	0.5222288816
306	0.5220504673
307	0.5218559391
308	0.5216749985
309	0.5215094471
310	0.5213529815
311	0.5212018056
312	0.5210427959
313	0.5208653485
314	0.5206898358
315	0.5205327078
316	0.5203810055
317	0.520222178
318	0.5200066488
319	0.5198387645
320	0.5197099793
321	0.5195550935
322	0.5194094791
323	0.5192449358
324	0.5190887811
325	0.5189323743
326	0.5187793284
327	0.5186444818
328	0.5185121949
329	0.51836031
330	0.5181851434
331	0.518041594
332	0.5179065761
333	0.5177687691
334	0.5176036308
335	0.5174402271
336	0.517324451
337	0.5171717515
338	0.5169987753
339	0.5168794166
340	0.5167011309
341	0.5165784812
342	0.5164407167
343	0.5163151642
344	0.5162035464
345	0.5160995053
346	0.5159515565
347	0.5157958324
348	0.5156918438
349	0.5155869166
350	0.5154470978
351	0.515299309
352	0.5151606111
353	0.5150475896
354	0.5149056133
355	0.5147787163
356	0.5145806748
357	0.5144227085
358	0.5142968267
359	0.5141541282
360	0.514029653
361	0.5139249959
362	0.5138304198
363	0.5137159757
364	0.5135937309
365	0.5134541103
366	0.51335205
367	0.5131576291
368	0.5130373119
369	0.5129268844
370	0.5128119445
371	0.512672415
372	0.5125858435
373	0.5124793957
374	0.5123369059
375	0.5122105648
376	0.5121218696
377	0.5120228112
378	0.5119103534
379	0.511815517
380	0.5117281606
381	0.5116003999
382	0.5114933425
383	0.5114144656
384	0.5112578133
385	0.5111733851
386	0.5110735289
387	0.510937569
388	0.5108185957
389	0.5107250573
390	0.5106388213
391	0.5105558487
392	0.5104179773
393	0.5103348841
394	0.5102641046
395	0.5101721639
396	0.5100938296
397	0.5099913114
398	0.5098895118
399	0.5097918414
400	0.5096846616
401	0.5095955988
402	0.5095200387
403	0.5094261818
404	0.5093120376
405	0.5092028397
406	0.5091079574
407	0.5089999356
408	0.5089314768
409	0.5088467449
410	0.5087613192
411	0.5086915333
412	0.5086056357
413	0.5085298924
414	0.5084339862
415	0.5083675376
416	0.5082587579
417	0.5081340334
418	0.5080639707
419	0.5079483677
420	0.5078470853
421	0.5077680445
422	0.507653907
423	0.5075666348
424	0.5074603786
425	0.5073700076
426	0.5072605599
427	0.507149818
428	0.5070598168
429	0.5069982609
430	0.5069136676
431	0.5068575544
432	0.5067691393
433	0.5066777953
434	0.5066080094
435	0.5065195971
436	0.5064301626
437	0.5063402933
438	0.5062454339
439	0.5061778629
440	0.5061121735
441	0.5060314397
442	0.5059640325
443	0.5059099903
444	0.5058389618
445	0.5057530056
446	0.505682971
447	0.5055796535
448	0.5054903217
449	0.505428761
450	0.505345768
451	0.505287367
452	0.5052237898
453	0.5051469413
454	0.5050620796
455	0.5049918596
456	0.5049189591
457	0.5048476144
458	0.5047914606
459	0.5047254115
460	0.5046630155
461	0.5045653521
462	0.504470786
463	0.5044217645
464	0.5043255553
465	0.5042551876
466	0.5041805559
467	0.5041217051
468	0.5040581888
469	0.5040030949
470	0.5039524981
471	0.5038784606
472	0.5038291702
473	0.503762651
474	0.5036687189
475	0.5036110585
476	0.5035453381
477	0.5034881335
478	0.5034209001
479	0.5033633965
480	0.5032949512
481	0.5032192973
482	0.5031565392
483	0.5031101539
484	0.5030559053
485	0.5030053919
486	0.502919027
487	0.5028526311
488	0.5027862699
489	0.5026784964
490	0.5026242653
491	0.5025756818
492	0.5024909056
493	0.5023932234
494	0.5023257117
495	0.5022387749
496	0.5021922979
497	0.5021469328
498	0.5020897704
499	0.5020146954
500	0.5019404951
501	0.5018950888
502	0.5018264566
503	0.5017203731
504	0.5016814878
505	0.501586998
506	0.5015124088
507	0.5014371691
508	0.5013606883
509	0.5013133655
510	0.5012665417
511	0.5011894891
512	0.5011249743
513	0.5010624586
514	0.5010203836
515	0.5009579994
516	0.5008911738
517	0.5008431796
518	0.5008037509
519	0.5007526372
520	0.5006755656
521	0.5006018512
522	0.5005345467
523	0.5004917831
524	0.5004357502
525	0.5003802278
526	0.5003178945
527	0.5002479226
528	0.5001935661
529	0.5001406202
530	0.5000622666
531	0.4999904313
532	0.4999198501
533	0.4998764024
534	0.4998088322
535	0.4997567719
536	0.4997107089
537	0.4996430454
538	0.4995551626
539	0.4995112684
540	0.4994590711
541	0.4993616863
542	0.4992907163
543	0.4992368379
544	0.4991860395
545	0.499131373
546	0.4990932507
547	0.4990409949
548	0.4989449336
549	0.4988818271
550	0.4987949034
551	0.4987405132
552	0.49869173
553	0.4986521967
554	0.4986036027
555	0.4985516433
556	0.4985041739
557	0.4984351565
558	0.49839643
559	0.4983191399
560	0.4982788026
561	0.4982126342
562	0.4981613397
563	0.4981231627
564	0.4980790527
565	0.4980194075
566	0.497956724
567	0.4978918124
568	0.4978230517
569	0.497749484
570	0.4976956314
571	0.4976438401
572	0.4976102485
573	0.497528015
574	0.4974812699
575	0.49742807
576	0.4973531819
577	0.4973083054
578	0.4972575696
579	0.497226642
580	0.497192093
581	0.49713112
582	0.497065776
583	0.4969823302
584	0.4969194061
585	0.4968906168
586	0.4968571721
587	0.496776197
588	0.4967157671
589	0.496637555
590	0.4965845358
591	0.4965502606
592	0.4965076866
593	0.496443084
594	0.4963928474
595	0.4963349247
596	0.4962867779
597	0.4962425727
598	0.4961960835
599	0.496153824
600	0.4961051743
601	0.4960621227
602	0.4959922013
603	0.4959518438
604	0.4959210226
605	0.4958853927
606	0.4958249839
607	0.4957929376
608	0.4957344945
609	0.4956892966
610	0.4956515501
611	0.4956096337
612	0.4955495273
613	0.4955095927
614	0.4954345387
615	0.4953774761
616	0.495332576
617	0.4953095152
618	0.4952702836
619	0.495221536
620	0.4951456811
621	0.4950958462
622	0.4950493835
623	0.4949998277
624	0.4949412685
625	0.4949063751
626	0.4948705545
627	0.4948272188
628	0.494785183
629	0.4947533568
630	0.494718844
631	0.4946899847
632	0.4946162675
633	0.4945635301
634	0.4945183586
635	0.4944651179
636	0.4944060797
637	0.4943693405
638	0.4943195969
639	0.4942752307
640	0.4942172661
641	0.4941860791
642	0.4941405009
643	0.4940772607
644	0.4940208923
645	0.493973121
646	0.4939433801
647	0.4938818136
648	0.4938314969
649	0.4937685851
650	0.4937434165
651	0.4937049786
652	0.4936468514
653	0.4935900747
654	0.4935418035
655	0.4935095212
656	0.4934408812
657	0.4934116023
658	0.493374476
659	0.4933209194
660	0.4932639863
661	0.4932347331
662	0.4931853639
663	0.4931355761
664	0.493099933
665	0.4930670135
666	0.4930199382
667	0.4929641179
668	0.492917085
669	0.4928767518
670	0.4928409582
671	0.4927888939
672	0.492738777
673	0.4927042508
674	0.4926532585
675	0.4926102856
676	0.4925678155
677	0.4925169772
678	0.4924742806
679	0.492435655
680	0.4923906478
681	0.4923417083
682	0.4922973357
683	0.4922560147
684	0.492221758
685	0.4921729088
686	0.4921120632
687	0.4920802041
688	0.4920279141
689	0.4919987784
690	0.4919489609
691	0.4919164297
692	0.4918759157
693	0.4918289138
694	0.4917813936
695	0.4917244571
696	0.4916790464
697	0.4916363669
698	0.4915860663
699	0.4915294242
700	0.4914859927
701	0.4914456849
702	0.4913995877
703	0.4913560902
704	0.4912923404
705	0.4912580228
706	0.4912247148
707	0.4911902186
708	0.4911488812
709	0.4911107101
710	0.4910577676
711	0.4909892788
712	0.4909260666
713	0.4908951883
714	0.4908363674
715	0.4907889356
716	0.4907345636
717	0.4906818674
718	0.4906462299
719	0.4906064891
720	0.4905774382
721	0.4905297252
722	0.4904933156
723	0.4904636579
724	0.4904397381
725	0.4903999291
726	0.4903344844
727	0.4902976159
728	0.4902699552
729	0.4902362888
730	0.490192909
731	0.4901319138
732	0.490072779
733	0.4900404294
734	0.4900091576
735	0.4899657197
736	0.4899261492
737	0.4898890628
738	0.4898592298
739	0.4898318178
740	0.4898079875
741	0.4897581991
742	0.4897202475
743	0.489689145
744	0.4896378831
745	0.4895838905
746	0.4895447586
747	0.4894968049
748	0.4894752723
749	0.4894270053
750	0.4893764557
751	0.4893326936
752	0.4892926639
753	0.4892666427
754	0.4892244413
755	0.4891758303
756	0.4891478469
757	0.4891137914
758	0.4890956163
759	0.4890678737
760	0.4890343433
761	0.4889887121
762	0.4889589469
763	0.4889296092
764	0.4888752628
765	0.4888363449
766	0.4887795511
767	0.4887523404
768	0.4887038649
769	0.4886778039
770	0.4886393785
771	0.488603716
772	0.488559262
773	0.488524914
774	0.4884992321
775	0.4884731796
776	0.4884211465
777	0.4883610908
778	0.4883071591
779	0.4882556546
780	0.4882150666
781	0.4881946746
782	0.4881539162
783	0.4881054623
784	0.4880789657
785	0.4880585603
786	0.4880241041
787	0.4879947887
788	0.4879391325
789	0.487896759
790	0.4878542187
791	0.4878128921
792	0.487787133
793	0.4877545311
794	0.4877290878
795	0.48768992
796	0.4876518451
797	0.4876166412
798	0.4875958546
799	0.4875411763
800	0.4875088055
801	0.4874726742
802	0.487441623
803	0.4874143549
804	0.4873550793
805	0.4873342975
806	0.4872950569
807	0.4872651661
808	0.4872465121
809	0.4872103411
810	0.4871902052
811	0.4871574059
812	0.4871280123
813	0.4870912345
814	0.487064113
815	0.4870085587
816	0.4869558094
817	0.4869217811
818	0.4868959047
819	0.4868384566
820	0.4867971042
821	0.4867586348
822	0.486738026
823	0.4866938846
824	0.4866580947
825	0.4866421303
826	0.4865911141
827	0.4865637354
828	0.4865331015
829	0.4865068101
830	0.4864864793
831	0.4864492113
832	0.4864229578
833	0.4863878926
834	0.4863571159
835	0.4863298374
836	0.4862867693
837	0.4862577809
838	0.4862279935
839	0.4861912854
840	0.486144914
841	0.4860998037
842	0.4860586817
843	0.4860201212
844	0.4859992141
845	0.4859801035
846	0.4859525281
847	0.4859304
848	0.4859044993
849	0.4858858044
850	0.4858494818
851	0.4857977946
852	0.4857436332
853	0.4857160677
854	0.4856963767
855	0.4856579996
856	0.4856235998
857	0.4855925309
858	0.4855722041
859	0.4855446856
860	0.4855175261
861	0.4854952458
862	0.4854583111
863	0.485418694
864	0.4853764439
865	0.4853435897
866	0.4853134032
867	0.4852857758
868	0.4852595143
869	0.4852279812
870	0.4852084927
871	0.4851903353
872	0.4851534852
873	0.4850997945
874	0.4850792488
875	0.4850497443
876	0.4850257019
877	0.484999166
878	0.4849676396
879	0.4849446568
880	0.4849140217
881	0.4848730181
882	0.4848462854
883	0.4848128974
884	0.4847819885
885	0.4847592912
886	0.4847337119
887	0.4847115506
888	0.4846941894
889	0.4846521883
890	0.4846212549
891	0.4845857727
892	0.4845499543
893	0.4845299035
894	0.4844945592
895	0.4844599044
896	0.4844323074
897	0.4844098817
898	0.4843679902
899	0.4843454816
900	0.4843100929
901	0.4842815915
902	0.4842506512
903	0.4842351647
904	0.4842149611
905	0.4841901062
906	0.4841735312
907	0.4841534181
908	0.4841040675
909	0.4840625001
910	0.4840127904
911	0.48398517
912	0.4839645172
913	0.4839352196
914	0.4839055811
915	0.4838717814
916	0.4838407909
917	0.4837952771
918	0.4837632788
919	0.4837408656
920	0.4837096888
921	0.4836854057
922	0.4836480531
923	0.483616264
924	0.4835894754
925	0.4835627188
926	0.4835249298
927	0.4834911907
928	0.4834539266
929	0.4833926723
930	0.4833616791
931	0.4833313224
932	0.4833092367
933	0.4832816805
934	0.4832592313
935	0.4832206455
936	0.4831868523
937	0.4831607039
938	0.4831300529
939	0.4830960473
940	0.4830674303
941	0.4830436306
942	0.4830016786
943	0.4829763012
944	0.4829598359
945	0.4829297301
946	0.4828837514
947	0.4828414093
948	0.4828037589
949	0.4827541801
950	0.4827055897
951	0.4826643589
952	0.4826321908
953	0.4825956899
954	0.4825556019
955	0.4825291447
956	0.4824976491
957	0.4824701371
958	0.4824533244
959	0.4824158751
960	0.482396064
961	0.482360252
962	0.4823304347
963	0.4822946084
964	0.4822625697
965	0.4822401941
966	0.4822114537
967	0.4821864177
968	0.4821677862
969	0.4821306535
970	0.4820979979
971	0.4820650483
972	0.4820406162
973	0.4820121472
974	0.4819867401
975	0.4819612733
976	0.4819237813
977	0.481893358
978	0.481872101
979	0.4818454042
980	0.4818209272
981	0.4817903666
982	0.4817674967
983	0.4817376506
984	0.4817188534
985	0.4816767733
986	0.4816369875
987	0.4816193348
988	0.4816028945
989	0.4815811102
990	0.481558779
991	0.4815408288
992	0.4815020385
993	0.4814702207
994	0.481447764
995	0.48142429
996	0.4813905389
997	0.4813495104
998	0.4813166203
999	0.4812887662
1000	0.4812534581
1001	0.4812246172
1002	0.4812046876
1003	0.4811769076
1004	0.4811599311
1005	0.4811144139
1006	0.4810970478
1007	0.4810805811
1008	0.4810658091
1009	0.4810210462
1010	0.4809861614
1011	0.4809629914
1012	0.4809342789
1013	0.4809110211
1014	0.4808804537
1015	0.4808486009
1016	0.4808259581
1017	0.4807992216
1018	0.4807627411
1019	0.4807323302
1020	0.480707016
1021	0.4806759974
1022	0.4806629356
1023	0.4806478245
1024	0.4806290218
1025	0.4805997685
1026	0.4805751298
1027	0.480541159
1028	0.4805232465
1029	0.4804954163
1030	0.480464069
1031	0.4804499894
1032	0.4804285774
1033	0.4804099655
1034	0.4803895662
1035	0.4803699525
1036	0.4803477515
1037	0.4803261298
1038	0.4803074084
1039	0.4802618162
1040	0.4802407702
1041	0.480209461
1042	0.4801887156
1043	0.4801619203
1044	0.4801222819
1045	0.480094034
1046	0.4800716695
1047	0.4800489713
1048	0.4800261662
1049	0.480006061
1050	0.4799788043
1051	0.4799605356
1052	0.4799401139
1053	0.4799054391
1054	0.4798830914
1055	0.4798627377
1056	0.4798366704
1057	0.4798102309
1058	0.4797914069
1059	0.4797676025
1060	0.4797470523
1061	0.4797154409
1062	0.4797017128
1063	0.4796718416
1064	0.4796458654
1065	0.4796158175
1066	0.4795752362
1067	0.479547721
1068	0.4795256494
1069	0.4794983659
1070	0.4794748614
1071	0.4794485666
1072	0.4794264564
1073	0.4794106129
1074	0.4793818661
1075	0.4793630616
1076	0.4793424968
1077	0.4793270229
1078	0.479310219
1079	0.4792881586
1080	0.4792584456
1081	0.4792290142
1082	0.4791896319
1083	0.479144373
1084	0.4791195901
1085	0.4791030481
1086	0.4790807702
1087	0.4790541706
1088	0.4790069651
1089	0.478993401
1090	0.4789572337
1091	0.4789324668
1092	0.478911992
1093	0.4788824629
1094	0.4788650934
1095	0.4788487247
1096	0.4788245175
1097	0.4788044277
1098	0.4787699851
1099	0.4787399426
1100	0.4787215056
1101	0.4786912732
1102	0.4786723888
1103	0.4786554349
1104	0.4786245445
1105	0.4785926969
1106	0.4785794016
1107	0.4785546351
1108	0.4785296172
1109	0.4785004978
1110	0.4784762788
1111	0.478449616
1112	0.4784029775
1113	0.4783751912
1114	0.4783489092
1115	0.4783317673
1116	0.4783183673
1117	0.4782921598
1118	0.4782643347
1119	0.478234862
1120	0.4782128306
1121	0.4781780507
1122	0.4781570731
1123	0.4781376515
1124	0.478111528
1125	0.478091773
1126	0.4780662372
1127	0.4780455191
1128	0.4780282137
1129	0.478007761
1130	0.47798432
1131	0.4779344242
1132	0.4779125902
1133	0.4778890061
1134	0.4778620816
1135	0.4778407418
1136	0.4778148284
1137	0.4777922156
1138	0.4777709075
1139	0.4777324728
1140	0.4777122139
1141	0.4776860139
1142	0.4776638996
1143	0.4776374394
1144	0.4776195827
1145	0.4775922169
1146	0.4775641806
1147	0.4775474163
1148	0.4775178736
1149	0.4774860507
1150	0.4774643531
1151	0.4774421677
1152	0.4774193957
1153	0.4774045024
1154	0.4773643364
1155	0.4773367889
1156	0.4773015749
1157	0.4772812607
1158	0.4772412804
1159	0.4772187695
1160	0.477192235
1161	0.47717539
1162	0.4771381003
1163	0.4771241353
1164	0.4771119026
1165	0.4770904523
1166	0.4770558182
1167	0.4770337771
1168	0.4770014699
1169	0.4769543889
1170	0.4769311147
1171	0.476916398
1172	0.476901597
1173	0.4768809851
1174	0.4768621885
1175	0.4768305289
1176	0.476813023
1177	0.4767960132
1178	0.4767758535
1179	0.4767481957
1180	0.4767275614
1181	0.4766980277
1182	0.4766625219
1183	0.4766322382
1184	0.4766078353
1185	0.4765882812
1186	0.4765787808
1187	0.4765536582
1188	0.4765334243
1189	0.4765069021
1190	0.4764772697
1191	0.4764534534
1192	0.4764174827
1193	0.4763886325
1194	0.4763697704
1195	0.4763478145
1196	0.4763284118
1197	0.4762946378
1198	0.4762587176
1199	0.4762410779
1200	0.476209943
1201	0.4761912021
1202	0.4761689546
1203	0.4761403377
1204	0.476122508
1205	0.4760968376
1206	0.4760728331
1207	0.4760568069
1208	0.4760398984
1209	0.4760149237
1210	0.4759760262
1211	0.475940911
1212	0.4759236474
1213	0.4759029099
1214	0.4758852484
1215	0.4758553705
1216	0.4758350039
1217	0.4758130315
1218	0.4757905091
1219	0.475768553
1220	0.4757539301
1221	0.4757346227
1222	0.4756953623
1223	0.4756706884
1224	0.4756412634
1225	0.4756265889
1226	0.4756088582
1227	0.4755893067
1228	0.4755655341
1229	0.4755418695
1230	0.4755275217
1231	0.4755079383
1232	0.4754899065
1233	0.4754521725
1234	0.4754292724
1235	0.4754016459
1236	0.4753698797
1237	0.4753511426
1238	0.4753335449
1239	0.475305971
1240	0.4752912791
1241	0.4752624259
1242	0.4752336278
1243	0.4752188925
1244	0.4751964953
1245	0.4751624686
1246	0.475143456
1247	0.4751217108
1248	0.4751040543
1249	0.4750676514
1250	0.4750492782
1251	0.4750297085
1252	0.4750056858
1253	0.4749824239
1254	0.4749615083
1255	0.4749324224
1256	0.4748949903
1257	0.4748636631
1258	0.474828585
1259	0.47479098
1260	0.4747700699
1261	0.4747525028
1262	0.474740472
1263	0.4747279761
1264	0.4747085397
1265	0.4746917289
1266	0.4746665058
1267	0.4746385345
1268	0.4746212004
1269	0.4746034288
1270	0.4745883186
1271	0.4745623547
1272	0.4745444957
1273	0.4745323617
1274	0.4745028762
1275	0.4744896684
1276	0.4744653094
1277	0.474445273
1278	0.4744264168
1279	0.4744119856
1280	0.4743859917
1281	0.4743662413
1282	0.4743470345
1283	0.4743290574
1284	0.4743111524
1285	0.4742863313
1286	0.4742644822
1287	0.4742475391
1288	0.4742124721
1289	0.4742000565
1290	0.4741770156
1291	0.4741457094
1292	0.4741264034
1293	0.4741000532
1294	0.4740837589
1295	0.474052173
1296	0.4740331143
1297	0.473999805
1298	0.4739777652
1299	0.4739621563
1300	0.4739459554
1301	0.4739352164
1302	0.473904154
1303	0.4738812696
1304	0.473854814
1305	0.4738377989
1306	0.4738135069
1307	0.4737930252
1308	0.4737628286
1309	0.4737457903
1310	0.4737202347
1311	0.4737047735
1312	0.473691147
1313	0.4736701852
1314	0.4736527356
1315	0.4736367776
1316	0.4736124724
1317	0.4735805783
1318	0.473558971
1319	0.4735292245
1320	0.4735066349
1321	0.4734912072
1322	0.4734727387
1323	0.4734572809
1324	0.4734423445
1325	0.4734000837
1326	0.4733858335
1327	0.4733560446
1328	0.4733410161
1329	0.4733164369
1330	0.473287403
1331	0.4732600734
1332	0.4732424036
1333	0.473225329
1334	0.4732072549
1335	0.4731736339
1336	0.4731558548
1337	0.4731370134
1338	0.4731273107
1339	0.4731116005
1340	0.4730934447
1341	0.4730742302
1342	0.4730461485
1343	0.4730199783
1344	0.4729989834
1345	0.4729728443
1346	0.4729470902
1347	0.4729202783
1348	0.4728982726
1349	0.4728798787
1350	0.4728600719
1351	0.4728443419
1352	0.4728285664
1353	0.4727931747
1354	0.4727761361
1355	0.4727390149
1356	0.4727223963
1357	0.472698274
1358	0.472681656
1359	0.472660097
1360	0.4726265412
1361	0.4726063363
1362	0.4725882177
1363	0.472577905
1364	0.4725508336
1365	0.4725297583
1366	0.4725146233
1367	0.4724950841
1368	0.4724616833
1369	0.4724380093
1370	0.4724234087
1371	0.4724089701
1372	0.4723978419
1373	0.4723746
1374	0.4723531969
1375	0.4723330227
1376	0.4723178303
1377	0.472307313
1378	0.47227376
1379	0.472251826
1380	0.472221132
1381	0.4722030559
1382	0.4721848655
1383	0.4721610348
1384	0.4721459581
1385	0.4721234374
1386	0.4721050923
1387	0.4720865144
1388	0.4720623501
1389	0.4720462736
1390	0.4720243934
1391	0.4720057258
1392	0.4719864917
1393	0.4719683077
1394	0.471950029
1395	0.4719308194
1396	0.4719108876
1397	0.47189771
1398	0.4718856557
1399	0.4718726973
1400	0.4718544254
1401	0.4718344931
1402	0.4718139578
1403	0.4718021205
1404	0.4717746468
1405	0.471764898
1406	0.4717382512
1407	0.4717192036
1408	0.4716927938
1409	0.471680502
1410	0.471662129
1411	0.4716493702
1412	0.4716342798
1413	0.4716129674
1414	0.4715791924
1415	0.4715594734
1416	0.4715378426
1417	0.4715182936
1418	0.4714936013
1419	0.4714769174
1420	0.4714588815
1421	0.4714415412
1422	0.4714307262
1423	0.4714094863
1424	0.4713820673
1425	0.4713699521
1426	0.4713458807
1427	0.4713239724
1428	0.4713046704
1429	0.4712875797
1430	0.4712782966
1431	0.4712607325
1432	0.4712402237
1433	0.4712249986
1434	0.4711959546
1435	0.4711788559
1436	0.4711618858
1437	0.4711425104
1438	0.4711253781
1439	0.4711013145
1440	0.4710829972
1441	0.4710614198
1442	0.4710358227
1443	0.4710147436
1444	0.4709956004
1445	0.4709757512
1446	0.4709585265
1447	0.4709385333
1448	0.4709218851
1449	0.4709022813
1450	0.4708704212
1451	0.4708519884
1452	0.4708333263
1453	0.4708198307
1454	0.4708014951
1455	0.4707865335
1456	0.4707744862
1457	0.4707531503
1458	0.470737708
1459	0.4707266283
1460	0.4707085833
1461	0.4706931822
1462	0.4706744689
1463	0.470660946
1464	0.4706445595
1465	0.4706132658
1466	0.4705996586
1467	0.4705856497
1468	0.4705591365
1469	0.4705421364
1470	0.470528017
1471	0.4705177885
1472	0.4704978445
1473	0.4704739647
1474	0.4704653752
1475	0.4704461918
1476	0.4704276693
1477	0.4704148004
1478	0.4704004287
1479	0.4703775713
1480	0.4703616759
1481	0.4703491038
1482	0.4703364466
1483	0.4703185243
1484	0.4702968881
1485	0.4702711586
1486	0.4702490695
1487	0.4702200728
1488	0.4701916042
1489	0.470160195
1490	0.4701419759
1491	0.4701238897
1492	0.4701076485
1493	0.4700924328
1494	0.4700669077
1495	0.4700505046
1496	0.4700282061
1497	0.4700031348
1498	0.4699874468
1499	0.4699777926
1500	0.469960046
1501	0.4699371289
1502	0.4699097515
1503	0.4698874967
1504	0.4698755495
1505	0.4698549494
1506	0.4698371114
1507	0.4698200403
1508	0.4698034535
1509	0.4697911916
1510	0.4697752941
1511	0.4697544779
1512	0.4697287582
1513	0.4696981891
1514	0.4696788686
1515	0.4696550923
