iter	RMSE
1516	0.469635335
1517	0.4696041355
1518	0.469580464
1519	0.4695617787
1520	0.4695447148
1521	0.4695163363
1522	0.4694900747
1523	0.4694675732
1524	0.4694581937
1525	0.4694490437
1526	0.4694295951
1527	0.4693991475
1528	0.4693777447
1529	0.469362465
1530	0.4693436552
1531	0.4693325619
1532	0.4693161916
1533	0.4692961209
1534	0.4692852214
1535	0.4692576611
1536	0.4692371943
1537	0.4692193574
1538	0.4692061179
1539	0.4691919566
1540	0.4691748049
1541	0.4691576967
1542	0.4691420424
1543	0.4691310304
1544	0.469113892
1545	0.4690958544
1546	0.4690795593
1547	0.4690612077
1548	0.4690296952
1549	0.4690147242
1550	0.4689967372
1551	0.4689796252
1552	0.4689607834
1553	0.4689460125
1554	0.468919182
1555	0.4689056856
1556	0.4688888616
1557	0.4688645477
1558	0.4688436302
1559	0.4688304702
1560	0.4688153614
1561	0.468799555
1562	0.4687748829
1563	0.4687596089
1564	0.4687453018
1565	0.4687338524
1566	0.4687066789
1567	0.468679825
1568	0.4686626144
1569	0.4686422385
1570	0.4686182897
1571	0.4685898499
1572	0.4685617356
1573	0.4685474122
1574	0.4685216359
1575	0.4685044492
1576	0.468492851
1577	0.4684783037
1578	0.4684627531
1579	0.4684387913
1580	0.4684108192
1581	0.4683874416
1582	0.4683692455
1583	0.4683534584
1584	0.4683326367
1585	0.4683180868
1586	0.4682906717
1587	0.468278454
1588	0.4682595243
1589	0.4682479534
1590	0.4682389661
1591	0.46822572
1592	0.4682032506
1593	0.4681856375
1594	0.4681712576
1595	0.4681493703
1596	0.4681255792
1597	0.4681039879
1598	0.4680816975
1599	0.4680668637
1600	0.4680470898
1601	0.4680341215
1602	0.4680154737
1603	0.4680024573
1604	0.4679857062
1605	0.4679725721
1606	0.4679452127
1607	0.4679311052
1608	0.4679124977
1609	0.4678986985
1610	0.4678635976
1611	0.4678509162
1612	0.4678300773
1613	0.4678188128
1614	0.4677889932
1615	0.4677750718
1616	0.4677653995
1617	0.4677478736
1618	0.4677328929
1619	0.4677065029
1620	0.4676751079
1621	0.4676646235
1622	0.4676484292
1623	0.4676108401
1624	0.4675988742
1625	0.4675660284
1626	0.4675442896
1627	0.4675176115
1628	0.4675002513
1629	0.4674822365
1630	0.4674685872
1631	0.4674493299
1632	0.4674356384
1633	0.4674155364
1634	0.4673978622
1635	0.4673820546
1636	0.46735366
1637	0.4673382527
1638	0.4673177545
1639	0.4673088846
1640	0.4672946161
1641	0.4672791164
1642	0.4672630151
1643	0.4672352699
1644	0.4672137584
1645	0.4671961326
1646	0.4671815356
1647	0.4671669831
1648	0.4671395477
1649	0.4671297229
1650	0.4671109174
1651	0.4670958254
1652	0.4670786218
1653	0.4670599221
1654	0.4670525678
1655	0.4670343175
1656	0.4670169318
1657	0.4670044137
1658	0.4669925324
1659	0.4669674782
1660	0.4669446916
1661	0.4669275516
1662	0.4669068984
1663	0.4668816367
1664	0.4668658942
1665	0.4668520203
1666	0.4668383689
1667	0.4668183704
1668	0.4667927098
1669	0.466774279
1670	0.4667557656
1671	0.4667374512
1672	0.4667017177
1673	0.4666882166
1674	0.466672429
1675	0.4666373806
1676	0.4666217737
1677	0.4666082259
1678	0.4666017
1679	0.4665869685
1680	0.4665690081
1681	0.4665519761
1682	0.4665338153
1683	0.4665103668
1684	0.4664927152
1685	0.4664797951
1686	0.4664522305
1687	0.4664322169
1688	0.466421864
1689	0.4664034943
1690	0.4663874919
1691	0.4663754297
1692	0.4663510896
1693	0.4663352889
1694	0.4663135944
1695	0.4662908104
1696	0.4662625979
1697	0.4662404198
1698	0.4662209589
1699	0.4662012632
1700	0.4661863011
1701	0.4661683987
1702	0.4661540982
1703	0.4661348832
1704	0.4661224826
1705	0.4661041728
1706	0.4660870736
1707	0.466079209
1708	0.4660686956
1709	0.4660494411
1710	0.4660314747
1711	0.4660067796
1712	0.4659930114
1713	0.4659802067
1714	0.4659529456
1715	0.4659304604
1716	0.4659236531
1717	0.4659122476
1718	0.4659020769
1719	0.4658811751
1720	0.4658618709
1721	0.4658489775
1722	0.4658321179
1723	0.4658202204
1724	0.4657871006
1725	0.4657571051
1726	0.4657449499
1727	0.4657323448
1728	0.4657136419
1729	0.4656935235
1730	0.4656769516
1731	0.465658095
1732	0.4656409457
1733	0.4656280776
1734	0.4656078367
1735	0.4655893364
1736	0.4655732866
1737	0.4655515226
1738	0.4655264067
1739	0.4655145198
1740	0.4655054631
1741	0.4654847338
1742	0.4654618381
1743	0.4654487966
1744	0.465437542
1745	0.4654243839
1746	0.465408523
1747	0.4653850537
1748	0.4653660054
1749	0.4653477067
1750	0.4653374334
1751	0.4653186308
1752	0.4653067204
1753	0.4652887503
1754	0.4652550715
1755	0.4652376504
1756	0.465224992
1757	0.4652068545
1758	0.4651941892
1759	0.4651706441
1760	0.4651477867
1761	0.465129397
1762	0.4651180396
1763	0.465096197
1764	0.4650760504
1765	0.4650551852
1766	0.4650331878
1767	0.4650205067
1768	0.4650017985
1769	0.4649862066
1770	0.4649768584
1771	0.4649608874
1772	0.4649439424
1773	0.4649335974
1774	0.4649102624
1775	0.4648978564
1776	0.4648837912
1777	0.4648712096
1778	0.4648502967
1779	0.4648203523
1780	0.4648079692
1781	0.4648008184
1782	0.464793513
1783	0.4647718997
1784	0.4647606852
1785	0.4647413828
1786	0.464725315
1787	0.4647128031
1788	0.4646987971
1789	0.4646801688
1790	0.4646623421
1791	0.4646462827
1792	0.4646392064
1793	0.4646269561
1794	0.4646038069
1795	0.464588563
1796	0.4645820374
1797	0.4645686764
1798	0.4645518634
1799	0.4645379518
1800	0.4645187368
1801	0.4645077597
1802	0.464494785
1803	0.4644835941
1804	0.4644700325
1805	0.4644566621
1806	0.4644475438
1807	0.4644260992
1808	0.4644073367
1809	0.4643911228
1810	0.4643846336
1811	0.4643642469
1812	0.4643482059
1813	0.4643249898
1814	0.4643120291
1815	0.4642979473
1816	0.4642776766
1817	0.4642646658
1818	0.4642472577
1819	0.4642321255
1820	0.4642205579
1821	0.4642095695
1822	0.4641907383
1823	0.4641740266
1824	0.4641464953
1825	0.4641287673
1826	0.4641062044
1827	0.4640881337
1828	0.4640797385
1829	0.4640642764
1830	0.4640467477
1831	0.4640364437
1832	0.4640060039
1833	0.4639837817
1834	0.463963293
1835	0.4639544284
1836	0.4639366645
1837	0.4639223325
1838	0.4639017478
1839	0.4638713571
1840	0.4638569639
1841	0.4638429213
1842	0.4638313535
1843	0.4638119856
1844	0.4637998909
1845	0.4637873034
1846	0.4637692648
1847	0.4637491767
1848	0.4637361023
1849	0.4637193601
1850	0.4637062025
1851	0.4636847096
1852	0.4636699436
1853	0.4636517108
1854	0.4636379554
1855	0.4636204585
1856	0.4636037813
1857	0.4635854127
1858	0.4635718745
1859	0.4635557339
1860	0.4635347098
1861	0.4635125861
1862	0.4634829953
1863	0.4634571764
1864	0.4634389484
1865	0.4634226766
1866	0.4634098073
1867	0.463390642
1868	0.4633821176
1869	0.4633733621
1870	0.4633607097
1871	0.4633416511
1872	0.463329326
1873	0.463316182
1874	0.4632969149
1875	0.4632864007
1876	0.4632579371
1877	0.4632363648
1878	0.4632179429
1879	0.4631994561
1880	0.4631843032
1881	0.4631599167
1882	0.4631466525
1883	0.4631311791
1884	0.4631207421
1885	0.463109279
1886	0.4630867636
1887	0.4630775732
1888	0.4630670736
1889	0.4630570339
1890	0.4630399893
1891	0.463029312
1892	0.4630074876
1893	0.4629946147
1894	0.4629826268
1895	0.4629625102
1896	0.4629417309
1897	0.4629249669
1898	0.4629084345
1899	0.4628908117
1900	0.4628832372
1901	0.4628609002
1902	0.4628443921
1903	0.4628291326
1904	0.4628153145
1905	0.462803086
1906	0.4627942811
1907	0.4627779821
1908	0.4627619295
1909	0.4627501869
1910	0.4627377764
1911	0.4627230364
1912	0.462713424
1913	0.4626999259
1914	0.4626795501
1915	0.4626623772
1916	0.4626494303
1917	0.4626352811
1918	0.4626209907
1919	0.4626085294
1920	0.4625976373
1921	0.4625826725
1922	0.4625670539
1923	0.462554582
1924	0.462540613
1925	0.4625250675
1926	0.462509201
1927	0.4624933772
1928	0.4624808218
1929	0.4624690391
1930	0.4624558134
1931	0.4624357515
1932	0.4624231896
1933	0.4624072011
1934	0.4623897675
1935	0.4623760794
1936	0.4623655579
1937	0.4623413112
1938	0.4623337733
1939	0.462324016
1940	0.4623134419
1941	0.4622947324
1942	0.462287526
1943	0.4622714724
1944	0.4622503448
1945	0.4622397182
1946	0.4622264178
1947	0.4622140645
1948	0.4622012948
1949	0.4621869144
1950	0.4621693871
1951	0.462153203
1952	0.4621372487
1953	0.4621290166
1954	0.462115166
1955	0.4621021146
1956	0.4620849181
1957	0.4620726589
1958	0.4620600794
1959	0.4620406139
1960	0.4620283603
1961	0.4620172988
1962	0.462003627
1963	0.4619884975
1964	0.4619779042
1965	0.4619665078
1966	0.461948697
1967	0.4619410482
1968	0.4619325159
1969	0.461919829
1970	0.4619069193
1971	0.4618816616
1972	0.4618570925
1973	0.4618421559
1974	0.4618263772
1975	0.461816231
1976	0.4617925446
1977	0.4617747509
1978	0.4617588813
1979	0.4617468032
1980	0.4617317079
1981	0.4617175284
1982	0.4617054678
1983	0.4616892219
1984	0.4616820733
1985	0.4616670772
1986	0.4616554025
1987	0.4616423566
1988	0.4616339717
1989	0.4616241703
1990	0.4616098047
1991	0.4616019998
1992	0.4615930889
1993	0.4615804513
1994	0.4615693073
1995	0.4615535162
1996	0.4615375273
1997	0.4615281318
1998	0.4615120944
1999	0.4614947906
