iter	RMSE
363	129.8747953
364	129.811537
365	129.7842731
366	129.7280223
367	129.6952661
368	129.6618495
369	129.6049472
370	129.5726644
371	129.5409371
372	129.4364645
373	129.3912117
374	129.3073266
375	129.2541683
376	129.2208161
377	129.1841305
378	129.1504658
379	129.1080506
380	129.0566714
381	129.0156852
382	128.9722165
383	128.9052692
384	128.8617034
385	128.7879167
386	128.7174801
387	128.668784
388	128.6060506
389	128.5547154
390	128.4574688
391	128.4035258
392	128.3446721
393	128.3101032
394	128.2768021
395	128.1379001
396	128.0888216
397	128.0430459
398	128.0137876
399	127.8905299
400	127.8719201
401	127.8190295
402	127.789358
403	127.710566
404	127.6582663
405	127.6043028
406	127.5679882
407	127.5509193
408	127.5289952
409	127.4955309
410	127.4458036
411	127.4182053
412	127.3858368
413	127.3242514
414	127.2752876
415	127.2354719
416	127.1908379
417	127.1674864
418	127.1065201
419	127.0482577
